InvoiceNo,Customer ID,InvoiceDate,StockCode,Description,Category,Quantity,UnitPrice,Discount Applied Order,LineTotal
INV102896,353,17-03-2026,SKU014,Memory Foam Pillow,Home & Kitchen,1,31.99,FALSE,31.99
INV102896,353,17-03-2026,SKU028,Fountain Pen,Books & Stationery,5,16.08,FALSE,80.4
INV102897,353,30-03-2026,SKU023,Camping Tent 2-Person,Sports & Outdoors,1,76.87,FALSE,76.87
INV102898,353,17-07-2026,SKU015,Cotton Bedsheet Set,Home & Kitchen,5,34.19,FALSE,170.95
INV102898,353,17-07-2026,SKU029,Desk Organizer,Books & Stationery,5,15.45,FALSE,77.25
INV102898,353,17-07-2026,SKU024,Cycling Helmet,Sports & Outdoors,2,27.31,FALSE,54.62
INV102898,353,17-07-2026,SKU023,Camping Tent 2-Person,Sports & Outdoors,2,78.05,FALSE,156.1
INV102898,353,17-07-2026,SKU002,Bluetooth Speaker,Electronics,5,33.9,FALSE,169.5
INV102899,354,09-12-2024,SKU001,Wireless Earbuds,Electronics,2,52.6,FALSE,105.2
INV102899,354,09-12-2024,SKU002,Bluetooth Speaker,Electronics,5,33.36,FALSE,166.8
INV102899,354,09-12-2024,SKU014,Memory Foam Pillow,Home & Kitchen,2,31.85,FALSE,63.7
INV102900,354,02-01-2025,SKU021,Yoga Mat,Sports & Outdoors,5,20.71,FALSE,103.55
INV102900,354,02-01-2025,SKU029,Desk Organizer,Books & Stationery,5,15.73,FALSE,78.65
INV102900,354,02-01-2025,SKU001,Wireless Earbuds,Electronics,1,46.33,FALSE,46.33
INV102900,354,02-01-2025,SKU010,Winter Jacket,Apparel,3,96.79,FALSE,290.37
INV102900,354,02-01-2025,SKU022,Dumbbell Set 10kg,Sports & Outdoors,2,38.16,FALSE,76.32
INV102901,354,14-03-2025,SKU013,LED Desk Lamp,Home & Kitchen,5,18.85,FALSE,94.25
INV102901,354,14-03-2025,SKU009,Running Shoes,Apparel,2,61.73,FALSE,123.46
INV102901,354,14-03-2025,SKU021,Yoga Mat,Sports & Outdoors,1,22.88,FALSE,22.88
INV102901,354,14-03-2025,SKU010,Winter Jacket,Apparel,1,85.89,FALSE,85.89
INV102902,354,29-03-2025,SKU027,Notebook Set (3-pack),Books & Stationery,3,7.84,TRUE,23.52
INV102902,354,29-03-2025,SKU013,LED Desk Lamp,Home & Kitchen,5,15.68,TRUE,78.4
INV102902,354,29-03-2025,SKU025,Water Bottle 1L,Sports & Outdoors,1,10.45,TRUE,10.45
INV102902,354,29-03-2025,SKU004,USB-C Charging Cable,Electronics,3,9.05,TRUE,27.15
INV102902,354,29-03-2025,SKU019,Electric Toothbrush,Beauty & Personal Care,3,16.04,TRUE,48.12
INV102903,354,18-12-2025,SKU025,Water Bottle 1L,Sports & Outdoors,2,11.54,FALSE,23.08
INV102903,354,18-12-2025,SKU021,Yoga Mat,Sports & Outdoors,3,23.61,FALSE,70.83
INV102903,354,18-12-2025,SKU024,Cycling Helmet,Sports & Outdoors,5,27.92,FALSE,139.6
INV102903,354,18-12-2025,SKU022,Dumbbell Set 10kg,Sports & Outdoors,2,41.98,FALSE,83.96
INV102904,354,02-01-2026,SKU021,Yoga Mat,Sports & Outdoors,4,21.48,FALSE,85.92
INV102904,354,02-01-2026,SKU013,LED Desk Lamp,Home & Kitchen,1,17.2,FALSE,17.2
INV102904,354,02-01-2026,SKU003,Smartwatch,Electronics,5,133.79,FALSE,668.95
INV102904,354,02-01-2026,SKU004,USB-C Charging Cable,Electronics,3,9.82,FALSE,29.46
INV102905,354,11-01-2026,SKU021,Yoga Mat,Sports & Outdoors,3,20.92,FALSE,62.76
INV102905,354,11-01-2026,SKU015,Cotton Bedsheet Set,Home & Kitchen,2,36.7,FALSE,73.4
INV102906,354,26-01-2026,SKU014,Memory Foam Pillow,Home & Kitchen,3,27.39,TRUE,82.17
INV102906,354,26-01-2026,SKU016,Moisturizing Face Cream,Beauty & Personal Care,3,14.44,TRUE,43.32
INV102906,354,26-01-2026,SKU025,Water Bottle 1L,Sports & Outdoors,4,10.83,TRUE,43.32
INV102907,354,25-03-2026,SKU009,Running Shoes,Apparel,1,69.99,FALSE,69.99
INV102907,354,25-03-2026,SKU002,Bluetooth Speaker,Electronics,3,34.29,FALSE,102.87
INV102907,354,25-03-2026,SKU013,LED Desk Lamp,Home & Kitchen,3,18.83,FALSE,56.49
INV102908,355,22-12-2024,SKU005,Laptop Sleeve,Electronics,1,19.76,FALSE,19.76
INV102909,355,26-12-2024,SKU025,Water Bottle 1L,Sports & Outdoors,5,11.41,FALSE,57.05
INV102910,355,09-01-2025,SKU016,Moisturizing Face Cream,Beauty & Personal Care,5,16.58,FALSE,82.9
INV102910,355,09-01-2025,SKU027,Notebook Set (3-pack),Books & Stationery,3,8.39,FALSE,25.17
INV102911,355,09-02-2025,SKU012,Ceramic Dinner Set,Home & Kitchen,1,52.59,FALSE,52.59
INV102912,355,15-03-2025,SKU009,Running Shoes,Apparel,4,69.89,FALSE,279.56
INV102912,355,15-03-2025,SKU018,Perfume 50ml,Beauty & Personal Care,2,45,FALSE,90
INV102913,355,14-04-2025,SKU009,Running Shoes,Apparel,2,60.07,FALSE,120.14
INV102913,355,14-04-2025,SKU014,Memory Foam Pillow,Home & Kitchen,1,28.25,FALSE,28.25
INV102914,355,23-04-2025,SKU020,Makeup Kit,Beauty & Personal Care,1,34.39,FALSE,34.39
INV102915,355,26-09-2025,SKU012,Ceramic Dinner Set,Home & Kitchen,1,56.48,FALSE,56.48
INV102916,355,24-10-2025,SKU028,Fountain Pen,Books & Stationery,4,16.67,FALSE,66.68
INV102916,355,24-10-2025,SKU007,Women's Summer Dress,Apparel,5,38.94,FALSE,194.7
INV102917,355,27-01-2026,SKU008,Denim Jeans,Apparel,4,44.41,FALSE,177.64
INV102917,355,27-01-2026,SKU015,Cotton Bedsheet Set,Home & Kitchen,3,34.91,FALSE,104.73
INV102917,355,27-01-2026,SKU027,Notebook Set (3-pack),Books & Stationery,1,8.73,FALSE,8.73
INV102917,355,27-01-2026,SKU024,Cycling Helmet,Sports & Outdoors,2,26.8,FALSE,53.6
INV102918,355,21-02-2026,SKU015,Cotton Bedsheet Set,Home & Kitchen,5,35.94,FALSE,179.7
INV102918,355,21-02-2026,SKU001,Wireless Earbuds,Electronics,4,53.52,FALSE,214.08
INV102919,355,24-02-2026,SKU026,Bestselling Novel,Books & Stationery,5,13.86,FALSE,69.3
INV102920,355,11-04-2026,SKU025,Water Bottle 1L,Sports & Outdoors,3,12.25,FALSE,36.75
INV102920,355,11-04-2026,SKU012,Ceramic Dinner Set,Home & Kitchen,3,52.5,FALSE,157.5
INV102920,355,11-04-2026,SKU005,Laptop Sleeve,Electronics,2,20.02,FALSE,40.04
INV102920,355,11-04-2026,SKU026,Bestselling Novel,Books & Stationery,2,13.4,FALSE,26.8
INV102920,355,11-04-2026,SKU010,Winter Jacket,Apparel,1,94.21,FALSE,94.21
INV102921,355,25-04-2026,SKU019,Electric Toothbrush,Beauty & Personal Care,5,18.59,FALSE,92.95
INV102921,355,25-04-2026,SKU009,Running Shoes,Apparel,1,69.35,FALSE,69.35
INV102921,355,25-04-2026,SKU013,LED Desk Lamp,Home & Kitchen,1,18.4,FALSE,18.4
INV102922,355,01-07-2026,SKU024,Cycling Helmet,Sports & Outdoors,1,28.38,FALSE,28.38
INV102922,355,01-07-2026,SKU005,Laptop Sleeve,Electronics,4,20.9,FALSE,83.6
INV102922,355,01-07-2026,SKU011,Non-Stick Frying Pan,Home & Kitchen,2,23.13,FALSE,46.26
INV102922,355,01-07-2026,SKU009,Running Shoes,Apparel,3,63.54,FALSE,190.62
INV102922,355,01-07-2026,SKU007,Women's Summer Dress,Apparel,4,42.35,FALSE,169.4
INV102923,355,16-07-2026,SKU006,Men's Casual Shirt,Apparel,5,24.95,FALSE,124.75
INV102924,356,12-09-2025,SKU030,Sketchbook,Books & Stationery,2,9.47,TRUE,18.94
INV102924,356,12-09-2025,SKU016,Moisturizing Face Cream,Beauty & Personal Care,3,13.98,TRUE,41.94
INV102924,356,12-09-2025,SKU002,Bluetooth Speaker,Electronics,1,30.16,TRUE,30.16
INV102924,356,12-09-2025,SKU020,Makeup Kit,Beauty & Personal Care,2,35.51,TRUE,71.02
INV102924,356,12-09-2025,SKU005,Laptop Sleeve,Electronics,4,18.86,TRUE,75.44
INV102925,356,19-02-2026,SKU013,LED Desk Lamp,Home & Kitchen,1,19.21,FALSE,19.21
INV102926,357,07-12-2025,SKU019,Electric Toothbrush,Beauty & Personal Care,2,19.34,FALSE,38.68
INV102926,357,07-12-2025,SKU010,Winter Jacket,Apparel,4,85.41,FALSE,341.64
INV102926,357,07-12-2025,SKU026,Bestselling Novel,Books & Stationery,2,14.54,FALSE,29.08
INV102926,357,07-12-2025,SKU021,Yoga Mat,Sports & Outdoors,1,23.35,FALSE,23.35
INV102926,357,07-12-2025,SKU001,Wireless Earbuds,Electronics,3,53.02,FALSE,159.06
INV102927,357,10-02-2026,SKU029,Desk Organizer,Books & Stationery,4,14.78,FALSE,59.12
INV102927,357,10-02-2026,SKU023,Camping Tent 2-Person,Sports & Outdoors,2,70.42,FALSE,140.84
INV102927,357,10-02-2026,SKU017,Hair Dryer,Beauty & Personal Care,5,29.05,FALSE,145.25
INV102928,358,19-09-2024,SKU018,Perfume 50ml,Beauty & Personal Care,1,40.7,FALSE,40.7
INV102928,358,19-09-2024,SKU020,Makeup Kit,Beauty & Personal Care,4,38.87,FALSE,155.48
INV102928,358,19-09-2024,SKU002,Bluetooth Speaker,Electronics,5,32.52,FALSE,162.6
INV102928,358,19-09-2024,SKU030,Sketchbook,Books & Stationery,3,10.47,FALSE,31.41
INV102929,358,03-11-2024,SKU025,Water Bottle 1L,Sports & Outdoors,2,11.11,FALSE,22.22
INV102929,358,03-11-2024,SKU016,Moisturizing Face Cream,Beauty & Personal Care,4,15.52,FALSE,62.08
INV102929,358,03-11-2024,SKU012,Ceramic Dinner Set,Home & Kitchen,1,52.62,FALSE,52.62
INV102929,358,03-11-2024,SKU001,Wireless Earbuds,Electronics,4,49.59,FALSE,198.36
INV102929,358,03-11-2024,SKU018,Perfume 50ml,Beauty & Personal Care,4,45.24,FALSE,180.96
INV102930,358,19-12-2024,SKU023,Camping Tent 2-Person,Sports & Outdoors,3,79.63,FALSE,238.89
INV102930,358,19-12-2024,SKU020,Makeup Kit,Beauty & Personal Care,1,34.55,FALSE,34.55
INV102930,358,19-12-2024,SKU015,Cotton Bedsheet Set,Home & Kitchen,5,34.8,FALSE,174
INV102930,358,19-12-2024,SKU019,Electric Toothbrush,Beauty & Personal Care,3,18.66,FALSE,55.98
INV102930,358,19-12-2024,SKU025,Water Bottle 1L,Sports & Outdoors,1,11.59,FALSE,11.59
INV102931,358,11-02-2025,SKU023,Camping Tent 2-Person,Sports & Outdoors,3,74.07,FALSE,222.21
INV102931,358,11-02-2025,SKU020,Makeup Kit,Beauty & Personal Care,5,36.53,FALSE,182.65
INV102931,358,11-02-2025,SKU013,LED Desk Lamp,Home & Kitchen,1,17.11,FALSE,17.11
INV102932,358,29-04-2025,SKU020,Makeup Kit,Beauty & Personal Care,1,34.79,FALSE,34.79
INV102933,358,10-05-2025,SKU003,Smartwatch,Electronics,5,117.69,TRUE,588.45
INV102934,358,23-07-2025,SKU012,Ceramic Dinner Set,Home & Kitchen,2,52.81,FALSE,105.62
INV102934,358,23-07-2025,SKU009,Running Shoes,Apparel,2,59.95,FALSE,119.9
INV102934,358,23-07-2025,SKU030,Sketchbook,Books & Stationery,5,10.05,FALSE,50.25
INV102934,358,23-07-2025,SKU003,Smartwatch,Electronics,2,137.04,FALSE,274.08
INV102934,358,23-07-2025,SKU005,Laptop Sleeve,Electronics,4,21.08,FALSE,84.32
INV102935,358,19-08-2025,SKU028,Fountain Pen,Books & Stationery,4,16.27,FALSE,65.08
INV102935,358,19-08-2025,SKU029,Desk Organizer,Books & Stationery,2,13.79,FALSE,27.58
INV102936,358,22-08-2025,SKU021,Yoga Mat,Sports & Outdoors,1,18.56,TRUE,18.56
INV102936,358,22-08-2025,SKU028,Fountain Pen,Books & Stationery,1,13.3,TRUE,13.3
INV102936,358,22-08-2025,SKU013,LED Desk Lamp,Home & Kitchen,2,14.46,TRUE,28.92
INV102936,358,22-08-2025,SKU030,Sketchbook,Books & Stationery,4,8.06,TRUE,32.24
INV102936,358,22-08-2025,SKU015,Cotton Bedsheet Set,Home & Kitchen,2,31.18,TRUE,62.36
INV102937,358,31-08-2025,SKU029,Desk Organizer,Books & Stationery,5,12.29,TRUE,61.45
INV102937,358,31-08-2025,SKU014,Memory Foam Pillow,Home & Kitchen,1,22.33,TRUE,22.33
INV102937,358,31-08-2025,SKU023,Camping Tent 2-Person,Sports & Outdoors,5,55.88,TRUE,279.4
INV102937,358,31-08-2025,SKU017,Hair Dryer,Beauty & Personal Care,2,23.64,TRUE,47.28
INV102938,358,09-09-2025,SKU029,Desk Organizer,Books & Stationery,1,13.54,TRUE,13.54
INV102939,358,12-09-2025,SKU030,Sketchbook,Books & Stationery,1,10.65,FALSE,10.65
INV102940,358,05-10-2025,SKU029,Desk Organizer,Books & Stationery,1,12.25,TRUE,12.25
INV102941,358,22-11-2025,SKU017,Hair Dryer,Beauty & Personal Care,2,25.79,FALSE,51.58
INV102941,358,22-11-2025,SKU012,Ceramic Dinner Set,Home & Kitchen,2,51.24,FALSE,102.48
INV102941,358,22-11-2025,SKU030,Sketchbook,Books & Stationery,1,10.64,FALSE,10.64
INV102941,358,22-11-2025,SKU021,Yoga Mat,Sports & Outdoors,1,22.42,FALSE,22.42
INV102941,358,22-11-2025,SKU013,LED Desk Lamp,Home & Kitchen,2,16.82,FALSE,33.64
INV102942,358,26-11-2025,SKU017,Hair Dryer,Beauty & Personal Care,5,29.9,FALSE,149.5
INV102943,358,06-03-2026,SKU008,Denim Jeans,Apparel,4,47.12,FALSE,188.48
INV102944,358,31-03-2026,SKU012,Ceramic Dinner Set,Home & Kitchen,3,50.86,FALSE,152.58
INV102945,358,21-04-2026,SKU023,Camping Tent 2-Person,Sports & Outdoors,1,64.01,TRUE,64.01
INV102946,358,08-05-2026,SKU025,Water Bottle 1L,Sports & Outdoors,1,12.53,FALSE,12.53
INV102947,358,24-05-2026,SKU017,Hair Dryer,Beauty & Personal Care,4,24.74,TRUE,98.96
INV102948,358,29-05-2026,SKU030,Sketchbook,Books & Stationery,1,8.39,TRUE,8.39
INV102948,358,29-05-2026,SKU024,Cycling Helmet,Sports & Outdoors,1,26.13,TRUE,26.13
INV102949,358,30-06-2026,SKU026,Bestselling Novel,Books & Stationery,1,14.57,FALSE,14.57
INV102950,358,11-07-2026,SKU001,Wireless Earbuds,Electronics,1,50.55,FALSE,50.55
INV102950,358,11-07-2026,SKU015,Cotton Bedsheet Set,Home & Kitchen,4,33.94,FALSE,135.76
INV102951,358,14-07-2026,SKU015,Cotton Bedsheet Set,Home & Kitchen,4,29.39,TRUE,117.56
INV102952,359,04-09-2024,SKU007,Women's Summer Dress,Apparel,3,41.04,FALSE,123.12
INV102952,359,04-09-2024,SKU008,Denim Jeans,Apparel,4,47.89,FALSE,191.56
INV102952,359,04-09-2024,SKU020,Makeup Kit,Beauty & Personal Care,5,35.56,FALSE,177.8
INV102952,359,04-09-2024,SKU030,Sketchbook,Books & Stationery,4,9.99,FALSE,39.96
INV102952,359,04-09-2024,SKU005,Laptop Sleeve,Electronics,3,18.92,FALSE,56.76
INV102953,359,03-10-2024,SKU027,Notebook Set (3-pack),Books & Stationery,2,8.68,FALSE,17.36
INV102953,359,03-10-2024,SKU002,Bluetooth Speaker,Electronics,2,33.41,FALSE,66.82
INV102953,359,03-10-2024,SKU014,Memory Foam Pillow,Home & Kitchen,1,31.99,FALSE,31.99
INV102954,359,13-11-2024,SKU005,Laptop Sleeve,Electronics,4,18.6,FALSE,74.4
INV102954,359,13-11-2024,SKU028,Fountain Pen,Books & Stationery,5,18.3,FALSE,91.5
INV102954,359,13-11-2024,SKU023,Camping Tent 2-Person,Sports & Outdoors,1,79.87,FALSE,79.87
INV102954,359,13-11-2024,SKU010,Winter Jacket,Apparel,4,90.36,FALSE,361.44
INV102954,359,13-11-2024,SKU027,Notebook Set (3-pack),Books & Stationery,4,8.79,FALSE,35.16
INV102955,359,12-12-2024,SKU012,Ceramic Dinner Set,Home & Kitchen,3,57.2,FALSE,171.6
INV102955,359,12-12-2024,SKU011,Non-Stick Frying Pan,Home & Kitchen,4,21.29,FALSE,85.16
INV102955,359,12-12-2024,SKU002,Bluetooth Speaker,Electronics,1,37.09,FALSE,37.09
INV102955,359,12-12-2024,SKU004,USB-C Charging Cable,Electronics,2,10.34,FALSE,20.68
INV102956,359,24-12-2024,SKU017,Hair Dryer,Beauty & Personal Care,1,27.39,FALSE,27.39
INV102957,359,04-01-2025,SKU019,Electric Toothbrush,Beauty & Personal Care,1,21.03,FALSE,21.03
INV102957,359,04-01-2025,SKU017,Hair Dryer,Beauty & Personal Care,3,29.67,FALSE,89.01
INV102958,359,04-02-2025,SKU016,Moisturizing Face Cream,Beauty & Personal Care,3,16.85,FALSE,50.55
INV102958,359,04-02-2025,SKU030,Sketchbook,Books & Stationery,2,9.33,FALSE,18.66
INV102958,359,04-02-2025,SKU003,Smartwatch,Electronics,3,129.57,FALSE,388.71
INV102958,359,04-02-2025,SKU002,Bluetooth Speaker,Electronics,1,36.61,FALSE,36.61
INV102958,359,04-02-2025,SKU011,Non-Stick Frying Pan,Home & Kitchen,5,21.41,FALSE,107.05
INV102959,359,23-03-2025,SKU026,Bestselling Novel,Books & Stationery,5,14.97,FALSE,74.85
INV102959,359,23-03-2025,SKU007,Women's Summer Dress,Apparel,2,41.15,FALSE,82.3
INV102960,359,02-04-2025,SKU014,Memory Foam Pillow,Home & Kitchen,5,30.68,FALSE,153.4
INV102960,359,02-04-2025,SKU008,Denim Jeans,Apparel,4,44.73,FALSE,178.92
INV102960,359,02-04-2025,SKU005,Laptop Sleeve,Electronics,4,19.12,FALSE,76.48
INV102960,359,02-04-2025,SKU019,Electric Toothbrush,Beauty & Personal Care,5,20.58,FALSE,102.9
INV102961,359,11-07-2025,SKU013,LED Desk Lamp,Home & Kitchen,2,18.34,FALSE,36.68
INV102961,359,11-07-2025,SKU007,Women's Summer Dress,Apparel,1,38.52,FALSE,38.52
INV102961,359,11-07-2025,SKU006,Men's Casual Shirt,Apparel,5,26.06,FALSE,130.3
INV102961,359,11-07-2025,SKU009,Running Shoes,Apparel,5,66.29,FALSE,331.45
INV102961,359,11-07-2025,SKU021,Yoga Mat,Sports & Outdoors,1,23.75,FALSE,23.75
INV102962,359,03-08-2025,SKU007,Women's Summer Dress,Apparel,1,41.14,FALSE,41.14
INV102962,359,03-08-2025,SKU022,Dumbbell Set 10kg,Sports & Outdoors,5,39.74,FALSE,198.7
INV102963,359,28-08-2025,SKU013,LED Desk Lamp,Home & Kitchen,4,18.14,FALSE,72.56
INV102964,359,15-12-2025,SKU021,Yoga Mat,Sports & Outdoors,3,22.14,FALSE,66.42
INV102964,359,15-12-2025,SKU004,USB-C Charging Cable,Electronics,2,9.75,FALSE,19.5
INV102965,359,29-01-2026,SKU016,Moisturizing Face Cream,Beauty & Personal Care,2,15.29,FALSE,30.58
INV102965,359,29-01-2026,SKU015,Cotton Bedsheet Set,Home & Kitchen,4,32.85,FALSE,131.4
INV102965,359,29-01-2026,SKU023,Camping Tent 2-Person,Sports & Outdoors,3,79.81,FALSE,239.43
INV102966,359,07-05-2026,SKU002,Bluetooth Speaker,Electronics,5,33.54,FALSE,167.7
INV102966,359,07-05-2026,SKU025,Water Bottle 1L,Sports & Outdoors,5,12.67,FALSE,63.35
INV102966,359,07-05-2026,SKU022,Dumbbell Set 10kg,Sports & Outdoors,5,42.68,FALSE,213.4
INV102966,359,07-05-2026,SKU007,Women's Summer Dress,Apparel,4,42.36,FALSE,169.44
INV102966,359,07-05-2026,SKU004,USB-C Charging Cable,Electronics,2,9.43,FALSE,18.86
INV102967,359,07-06-2026,SKU001,Wireless Earbuds,Electronics,3,48.71,FALSE,146.13
INV102967,359,07-06-2026,SKU002,Bluetooth Speaker,Electronics,4,37.07,FALSE,148.28
INV102967,359,07-06-2026,SKU025,Water Bottle 1L,Sports & Outdoors,5,11.63,FALSE,58.15
INV102967,359,07-06-2026,SKU029,Desk Organizer,Books & Stationery,4,14.6,FALSE,58.4
INV102968,359,12-06-2026,SKU003,Smartwatch,Electronics,4,132.36,FALSE,529.44
INV102968,359,12-06-2026,SKU027,Notebook Set (3-pack),Books & Stationery,4,9.53,FALSE,38.12
INV102968,359,12-06-2026,SKU022,Dumbbell Set 10kg,Sports & Outdoors,3,38.37,FALSE,115.11
INV102968,359,12-06-2026,SKU025,Water Bottle 1L,Sports & Outdoors,5,12.35,FALSE,61.75
INV102969,359,15-06-2026,SKU021,Yoga Mat,Sports & Outdoors,2,21.71,FALSE,43.42
INV102969,359,15-06-2026,SKU020,Makeup Kit,Beauty & Personal Care,2,37.57,FALSE,75.14
INV102969,359,15-06-2026,SKU026,Bestselling Novel,Books & Stationery,1,14.86,FALSE,14.86
INV102969,359,15-06-2026,SKU013,LED Desk Lamp,Home & Kitchen,2,16.93,FALSE,33.86
INV102970,359,24-07-2026,SKU005,Laptop Sleeve,Electronics,3,19.29,FALSE,57.87
INV102971,360,23-06-2025,SKU014,Memory Foam Pillow,Home & Kitchen,3,27.43,TRUE,82.29
INV102971,360,23-06-2025,SKU006,Men's Casual Shirt,Apparel,4,19.75,TRUE,79
INV102971,360,23-06-2025,SKU004,USB-C Charging Cable,Electronics,3,8.71,TRUE,26.13
INV102972,360,01-09-2025,SKU030,Sketchbook,Books & Stationery,1,9.63,FALSE,9.63
INV102972,360,01-09-2025,SKU012,Ceramic Dinner Set,Home & Kitchen,4,55.45,FALSE,221.8
INV102972,360,01-09-2025,SKU022,Dumbbell Set 10kg,Sports & Outdoors,5,37.76,FALSE,188.8
INV102973,360,25-10-2025,SKU029,Desk Organizer,Books & Stationery,5,12.56,TRUE,62.8
INV102974,361,22-10-2024,SKU005,Laptop Sleeve,Electronics,2,18.73,FALSE,37.46
INV102974,361,22-10-2024,SKU017,Hair Dryer,Beauty & Personal Care,1,28.47,FALSE,28.47
INV102974,361,22-10-2024,SKU006,Men's Casual Shirt,Apparel,1,23.77,FALSE,23.77
INV102974,361,22-10-2024,SKU020,Makeup Kit,Beauty & Personal Care,3,37.16,FALSE,111.48
INV102974,361,22-10-2024,SKU012,Ceramic Dinner Set,Home & Kitchen,1,58.12,FALSE,58.12
INV102975,361,26-11-2024,SKU016,Moisturizing Face Cream,Beauty & Personal Care,4,16.98,FALSE,67.92
INV102975,361,26-11-2024,SKU022,Dumbbell Set 10kg,Sports & Outdoors,2,42.15,FALSE,84.3
INV102975,361,26-11-2024,SKU001,Wireless Earbuds,Electronics,4,49.33,FALSE,197.32
INV102975,361,26-11-2024,SKU028,Fountain Pen,Books & Stationery,2,18.07,FALSE,36.14
INV102976,361,02-02-2025,SKU008,Denim Jeans,Apparel,4,44.49,FALSE,177.96
INV102976,361,02-02-2025,SKU010,Winter Jacket,Apparel,2,87.47,FALSE,174.94
INV102976,361,02-02-2025,SKU026,Bestselling Novel,Books & Stationery,2,13.17,FALSE,26.34
INV102976,361,02-02-2025,SKU001,Wireless Earbuds,Electronics,2,49.31,FALSE,98.62
INV102976,361,02-02-2025,SKU024,Cycling Helmet,Sports & Outdoors,1,26.87,FALSE,26.87
INV102977,361,03-03-2025,SKU014,Memory Foam Pillow,Home & Kitchen,2,31.64,FALSE,63.28
INV102977,361,03-03-2025,SKU025,Water Bottle 1L,Sports & Outdoors,4,11.88,FALSE,47.52
INV102977,361,03-03-2025,SKU004,USB-C Charging Cable,Electronics,5,9.65,FALSE,48.25
INV102977,361,03-03-2025,SKU002,Bluetooth Speaker,Electronics,2,36.98,FALSE,73.96
INV102977,361,03-03-2025,SKU011,Non-Stick Frying Pan,Home & Kitchen,3,23.72,FALSE,71.16
INV102978,361,19-03-2025,SKU027,Notebook Set (3-pack),Books & Stationery,2,8.78,FALSE,17.56
INV102979,361,06-04-2025,SKU021,Yoga Mat,Sports & Outdoors,1,20.68,FALSE,20.68
INV102979,361,06-04-2025,SKU005,Laptop Sleeve,Electronics,3,21.14,FALSE,63.42
INV102980,361,11-04-2025,SKU016,Moisturizing Face Cream,Beauty & Personal Care,5,14.75,FALSE,73.75
INV102981,361,03-07-2025,SKU010,Winter Jacket,Apparel,5,92.03,FALSE,460.15
INV102981,361,03-07-2025,SKU005,Laptop Sleeve,Electronics,4,20.05,FALSE,80.2
INV102982,361,20-07-2025,SKU020,Makeup Kit,Beauty & Personal Care,5,34.88,FALSE,174.4
INV102982,361,20-07-2025,SKU030,Sketchbook,Books & Stationery,1,10.48,FALSE,10.48
INV102982,361,20-07-2025,SKU027,Notebook Set (3-pack),Books & Stationery,4,8.32,FALSE,33.28
INV102982,361,20-07-2025,SKU002,Bluetooth Speaker,Electronics,4,35.25,FALSE,141
INV102983,361,08-08-2025,SKU028,Fountain Pen,Books & Stationery,1,16.4,FALSE,16.4
INV102984,361,11-08-2025,SKU005,Laptop Sleeve,Electronics,2,20.64,FALSE,41.28
INV102984,361,11-08-2025,SKU015,Cotton Bedsheet Set,Home & Kitchen,1,34.96,FALSE,34.96
INV102984,361,11-08-2025,SKU023,Camping Tent 2-Person,Sports & Outdoors,5,74.68,FALSE,373.4
INV102984,361,11-08-2025,SKU004,USB-C Charging Cable,Electronics,4,9.85,FALSE,39.4
INV102985,361,29-09-2025,SKU029,Desk Organizer,Books & Stationery,5,14.74,FALSE,73.7
INV102985,361,29-09-2025,SKU008,Denim Jeans,Apparel,5,46.01,FALSE,230.05
INV102985,361,29-09-2025,SKU014,Memory Foam Pillow,Home & Kitchen,2,30.57,FALSE,61.14
INV102985,361,29-09-2025,SKU007,Women's Summer Dress,Apparel,5,38.24,FALSE,191.2
INV102986,361,24-10-2025,SKU027,Notebook Set (3-pack),Books & Stationery,4,9.32,FALSE,37.28
INV102986,361,24-10-2025,SKU016,Moisturizing Face Cream,Beauty & Personal Care,3,16.68,FALSE,50.04
INV102986,361,24-10-2025,SKU024,Cycling Helmet,Sports & Outdoors,1,26.69,FALSE,26.69
INV102986,361,24-10-2025,SKU019,Electric Toothbrush,Beauty & Personal Care,4,20.87,FALSE,83.48
INV102987,361,08-03-2026,SKU001,Wireless Earbuds,Electronics,1,52.11,FALSE,52.11
INV102987,361,08-03-2026,SKU024,Cycling Helmet,Sports & Outdoors,5,28.67,FALSE,143.35
INV102987,361,08-03-2026,SKU030,Sketchbook,Books & Stationery,5,10.18,FALSE,50.9
INV102988,361,27-03-2026,SKU007,Women's Summer Dress,Apparel,2,40.2,FALSE,80.4
INV102988,361,27-03-2026,SKU004,USB-C Charging Cable,Electronics,5,9.33,FALSE,46.65
INV102988,361,27-03-2026,SKU025,Water Bottle 1L,Sports & Outdoors,2,12.44,FALSE,24.88
INV102988,361,27-03-2026,SKU006,Men's Casual Shirt,Apparel,2,26.01,FALSE,52.02
INV102989,361,09-05-2026,SKU015,Cotton Bedsheet Set,Home & Kitchen,3,36.72,FALSE,110.16
INV102989,361,09-05-2026,SKU008,Denim Jeans,Apparel,5,46.89,FALSE,234.45
INV102990,362,20-01-2026,SKU001,Wireless Earbuds,Electronics,2,47.64,TRUE,95.28
INV102990,362,20-01-2026,SKU012,Ceramic Dinner Set,Home & Kitchen,1,46.07,TRUE,46.07
INV102990,362,20-01-2026,SKU027,Notebook Set (3-pack),Books & Stationery,4,8.28,TRUE,33.12
INV102990,362,20-01-2026,SKU003,Smartwatch,Electronics,5,119,TRUE,595
INV102990,362,20-01-2026,SKU005,Laptop Sleeve,Electronics,4,17.91,TRUE,71.64
